global_campaign_id,platform,campaign_id,adset_id,ad_id,date,campaign_objective,campaign_status,start_date,end_date,budget_type,daily_budget,lifetime_budget,spend,impressions,clicks,conversions,conversion_value,CTR,CPC,CPM,device,location,ad_format,primary_text,reach,frequency,link_clicks,likes,comments,shares,post_engagement,video_views,add_to_cart,purchases,age,gender,network,keyword,match_type,search_term,quality_score
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-11,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,210.66,3199.0,191.0,8.0,,0.05969,1.099,65.85,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-12,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,226.18,3433.0,209.0,10.0,938.38,0.06087,1.081,65.88,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-13,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,212.57,3189.0,,9.0,750.73,0.05895,1.126,66.66,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-14,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,254.55,3800.0,237.0,12.0,1055.06,0.06237,1.073,66.99,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-15,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,193.61,3405.0,187.0,10.0,886.99,0.05491,1.032,56.86,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-16,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,226.9,3254.0,212.0,11.0,991.04,0.06513,1.066,69.73,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-17,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,216.78,3028.0,190.0,10.0,923.72,0.06275,1.138,71.59,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-18,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,243.26,3792.0,241.0,11.0,859.45,0.06355,1.008,64.15,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-19,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,234.78,3206.0,204.0,10.0,872.72,0.06362,1.148,73.23,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-20,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,216.05,3107.0,208.0,11.0,870.99,0.06693,1.037,69.54,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-21,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,276.36,4475.0,260.0,13.0,1104.38,0.05809,1.06,61.76,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-22,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,257.05,3535.0,232.0,10.0,923.23,0.06562,1.107,72.72,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-23,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,212.85,3508.0,211.0,10.0,955.76,0.06014,1.004,60.68,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-24,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,217.62,3349.0,191.0,10.0,973.01,0.05702,1.138,64.98,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-25,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,263.67,,231.0,12.0,960.06,0.05869,1.138,67.01,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-26,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,213.6,3462.0,199.0,9.0,704.25,0.05747,1.07,61.7,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-27,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,239.92,3624.0,229.0,11.0,1015.46,0.06318,1.046,66.2,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-28,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,262.79,3799.0,229.0,12.0,1118.8,0.06026,1.148,69.17,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-29,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,230.04,3267.0,200.0,10.0,790.04,0.06121,1.148,70.41,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-30,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,230.2,,223.0,11.0,950.15,0.06479,1.03,66.88,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-01-31,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,238.08,4025.0,223.0,10.0,962.71,0.05539,1.063,59.15,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-01,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,236.14,3181.0,210.0,10.0,877.45,0.066,1.124,74.23,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-02,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,263.53,3868.0,238.0,11.0,844.64,0.06152,1.105,68.13,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-03,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,266.14,3719.0,231.0,12.0,928.18,0.0621,1.148,71.56,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-04,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,248.88,3732.0,224.0,12.0,1127.92,0.06002,1.108,66.69,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-05,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,212.42,3412.0,193.0,9.0,757.57,0.05655,1.097,62.26,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-06,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,220.29,2911.0,194.0,10.0,973.59,0.06664,1.135,75.68,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-07,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,245.47,3783.0,238.0,12.0,1010.43,0.0629,1.028,64.89,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-08,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,242.44,4288.0,242.0,13.0,1070.72,0.05643,1.001,56.54,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-09,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,260.65,3441.0,228.0,11.0,1072.11,0.06626,1.14,75.75,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-10,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,242.48,3373.0,211.0,12.0,936.9,0.06254,1.145,71.89,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-11,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,215.54,3134.0,211.0,12.0,1128.39,0.06731,1.019,68.77,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-12,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,248.19,4168.0,244.0,11.0,962.65,0.05853,1.014,59.55,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-13,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,272.3,4192.0,245.0,12.0,1019.62,0.05844,1.109,64.96,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-14,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,256.53,4170.0,256.0,13.0,1042.89,0.06138,0.998,61.52,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-15,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,241.97,3240.0,216.0,10.0,923.08,0.06665,1.12,74.68,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-16,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,259.54,3819.0,,12.0,1176.02,0.06179,1.098,67.96,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-17,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,258.65,3806.0,251.0,12.0,1134.84,0.06594,1.029,67.96,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-18,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,263.97,3857.0,235.0,12.0,1033.35,0.06093,1.12,68.44,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-19,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,262.44,3602.0,235.0,11.0,,0.06524,1.113,72.86,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-20,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,227.68,3482.0,201.0,9.0,841.27,0.05772,1.128,65.39,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-21,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,194.3,3015.0,176.0,8.0,739.08,0.05837,1.104,64.44,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
